NewsID	NewsTypeID	Title	SubTitle	Summary	Article	DateArticle	DateRelease	DateArchive	Active	Tags	URL
146	4	CEE LO GREEN en concert à la Cigale			<p>Cee Lo Green sera en concert &agrave; la Cigale le 2 avril</p>  <p>Pour achetez vos billets, cliquez<a href="http://avosbillets.com/index.php?option=com_avosbillets&amp;task=view&amp;view=event&amp;id=1102" target="_parent"> ici</a></p>	2011-02-16 14:48:00.000	2011-02-16 14:16:00.000	2021-02-16 00:00:00.000	1	concert	http://www.ceelogreen.com/news,view_146.htm
147	2	Cee Lo And Rihanna On Tour This Summer			<p>Cee Lo Green will be joining Rihanna on her Loud tour this summer. Tickets are on sale now, with additional dates to be announced soon.<br />  <br />  Jun 18 Winnipeg, MTS Centre - <a href="http://www.ticketmaster.com/event/1100464BD1A5BF9F?crosssite=LN_US:1013826:139625">TICKETS</a> <br />  Jun 19 Saskatoo, Credit Union Centre - <a href="http://www.ticketmaster.com/event/1100464A95D0795C?crosssite=LN_US:1013826:139568">TICKETS</a> <br />  Jun 21 Calgary, Scotiabank Saddledome - <a href="http://www.ticketmaster.com/event/1100464BC5BAB3C8?crosssite=LN_US:1013826:139359">TICKETS</a> <br />  Jun 22 Edmonton, Rexall Place <a href="http://www.ticketmaster.com/event/1100464BC3FDB0BA?crosssite=LN_US:1013826:139304">TICKETS</a> <br />  Jun 24 Vancouver, Rogers Arena - <a href="http://www.ticketmaster.com/event/1100464BAB65996D?crosssite=LN_US:1013826:139269">TICKETS</a> <br />  Jun 28 Los Angeles, Staples Center - <a href="http://www.ticketmaster.com/event/2C004648DD8A44A9?crosssite=LN_US:1013826:360457">TICKETS</a> <br />  Jun 30 Oakland, Oracle Arena - <a href="http://www.ticketmaster.com/event/1C004649802138B0?crosssite=LN_US:1013826:229399">TICKETS</a> <br />  Jul 04 Albuquerque, Hard Rock Casino Albuquerque Presents The Pavilion - <a href="http://www.livenation.com/event/1E00464EAA9F36B5?artistid=1013826&amp;majorcatid=10001&amp;minorcatid=202">TICKETS</a> <br />  Jul 08 Dallas, American Airlines Center - <a href="http://www.ticketmaster.com/event/0C00464BF828C6AF?crosssite=LN_US:1013826:98723">TICKETS</a> <br />  Jul 09 Houston, Toyota Center - <a href="http://www.houstontoyotacenter.com/events/event_1121.php">TICKETS</a> <br />  Jul 19 Uniondale, Nassau Coliseum - <a href="http://www.ticketmaster.com/event/000046499A25828D?crosssite=LN_US:1013826:75">TICKETS</a> <br />  Jul 21 East Rutherford, Izod Center - <a href="http://www.ticketmaster.com/event/00004648F33BAA18?crosssite=LN_US:1013826:69">TICKETS</a>  <br />  Jul 23 Philadelphia, Wells Fargo Center - <a href="http://www.wellsfargocenterphilly.com/event-details.aspx?e=10134&amp;s=1507">TICKETS</a> <br />  Jul 24 Boston, TD Garden - <a href="http://www.ticketmaster.com/event/0100464ED998A86A?crosssite=LN_US:1013826:8337">TICKETS</a></p>	2011-02-17 22:32:00.000	2011-02-17 22:17:00.000	2021-02-17 00:00:00.000	1		http://www.ceelogreen.com/news,view_147.htm
148	1	Cee Lo Sings for Chris Moyles			<p>Cee Lo treated Chris Moyles to a special acoustic performance of 'It's OK' for his birthday!</p>  <p>Watch his performance <a style="text-decoration: none" target="_parent" href="http://www.bbc.co.uk/radio1/chrismoyles/cm24/cake/"><strong>HERE</strong></a> (click the fifth candle!)</p>	2011-02-18 15:43:00.000	2011-02-18 15:18:00.000	2021-02-18 00:00:00.000	1		http://www.ceelogreen.com/news,view_148.htm
149	1	O2 Bristol Academy - Date Change			<p>Due to scheduling conflicts, Cee Lo's show at the O2 Bristol Academy on 31st March has been moved back to <strong>13th April</strong>.&nbsp; If you have already bought a ticket this will still be valid for the new date.</p>	2011-02-21 11:39:00.000	2011-02-21 11:21:00.000	2021-02-21 00:00:00.000	1		http://www.ceelogreen.com/news,view_149.htm
150	2	Cee Lo's Favorite Collaborations			Cee Lo reveals his some of his favorite musical collaborations, including a huge shout out to label mate Bruno Mars! Find out who else made his list by watching the clip below.<br /><br />  <embed src="http://media.mtvnservices.com/mgid:uma:video:vh1.com:623963" width="512" height="319" wmode="transparent" type="application/x-shockwave-flash" flashVars="configParams=artist%3D1163841%26vid%3D623963%26uri%3Dmgid%3Auma%3Avideo%3Avh1.com%3A623963" allowFullScreen="true" allowScriptAccess="always" base="."></embed><div><a style="padding:0px 4px 0px 10px; font-family:Verdana,sans-serif; font-weight:bold; font-size:10px; color:#000000; text-decoration:none;" href="http://www.vh1.com/shows/ " onmouseover="this.style.textDecoration='underline'" onmouseout="this.style.textDecoration='none'" target="_blank">VH1 TV Shows</a> | <a style="padding:0px 4px 0px 10px; font-family:Verdana,sans-serif; font-weight:bold; color:#000000; font-size:10px; text-decoration:'none';" href="http://www.vh1.com/video/music.jhtml" onmouseover="this.style.textDecoration='underline'" onmouseout="this.style.textDecoration='none'" target="_blank">Music Videos </a> | <a style="padding:0px 4px 0px 10px; font-family:Verdana,sans-serif; font-weight:bold; color:#000000; font-size:10px; text-decoration:none;" href="http://www.vh1.com/photos/ " onmouseover="this.style.textDecoration='underline'" onmouseout="this.style.textDecoration='none'" target="_blank">Celebrity Photos</a> | <a style="padding:0px 4px 0px 10px; font-family:Verdana,sans-serif; font-weight:bold; color:#000000; font-size:10px; text-decoration: none;" href="http://www.vh1.com/news/" onmouseover="this.style.textDecoration='underline'" onmouseout="this.style.textDecoration='none'" target="_blank">News & Gossip</a></div>	2011-02-22 20:25:00.000	2011-02-22 20:22:00.000	2021-02-22 00:00:00.000	1		http://www.ceelogreen.com/news,view_150.htm
151	2	Cee Lo Animated Gifs			<p>We know how badly you guys want this so here it is... <br />  <br />  An entire wall of Cee Lo animated gifs! Head over to the Best Week Ever blog for many more awesome gifs <a href="http://www.bestweekever.tv/2011-02-18/cee-lo-gets-animated-in-a-gif-wall-to-end-all-gif-walls/">HERE</a>.<br />  <br />  <img src="http://www.bestweekever.tv/bwe/images/2011/02/fistpump_final.gif" alt="" /><img src="http://www.bestweekever.tv/bwe/images/2011/02/dramatic_final.gif" alt="" /></p>	2011-02-22 20:33:00.000	2011-02-22 20:22:00.000	2021-02-22 00:00:00.000	1		http://www.ceelogreen.com/news,view_151.htm
152	2	Cee Lo's Jimmy Kimmel Performance			Check out this performance of Cee Lo performing 'Bright Lights Bigger City' after last night's 83rd Annual Academy Awards!<br /><br />    <object width="100%" height="390"><param name="movie" value="http://www.youtube.com/v/-o2MyTOTJiQ?fs=1&amp;hl=en_US"></param><param name="allowFullScreen" value="true"></param><param name="allowscriptaccess" value="always"></param><embed src="http://www.youtube.com/v/-o2MyTOTJiQ?fs=1&amp;hl=en_US" type="application/x-shockwave-flash" allowscriptaccess="always" allowfullscreen="true" width="100%" height="390"></embed></object> 	2011-02-28 17:46:00.000	2011-02-28 17:28:00.000	2021-02-28 00:00:00.000	1		http://www.ceelogreen.com/news,view_152.htm
153	2	Cee Lo To Judge New Singing Show			<p>This Lady Killer is unstoppable! It's been confirmed that Cee Lo Green will join Maroon 5 singer Adam Levine to help judge the upcoming NBC reality show &quot;The Voice.&quot; Hosted by Carson Daly, &quot;The Voice&quot; will launch with a two-hour program on April 26. <br />  <br />  Needless to say, Cee Lo is extremely enthusiastic for his first TV gig: &quot;It's an honor for me to be able to help mold a malleable and new talent in such a fashion as 'The Voice' ... Being a coach on 'The Voice' is a substantial responsibility, and I take it with sincerity and distinction.&quot;  <br />  <br />  To read more about Cee Lo's new role, head over to <a href="http://www.mtv.com/news/articles/1658933/the-voice-cee-lo-adam-levine.jhtml">MTV.com here</a> for the full report.</p>	2011-03-01 22:18:00.000	2011-03-01 22:01:00.000	2021-03-01 00:00:00.000	1		http://www.ceelogreen.com/news,view_153.htm
154	2	KILLERS. LASERS. PAPERS.			Have you registered yet? It's the only way to find out more about this very special event... Click below<br /><br />  <a href="http://www.killerslaserspapers.com/"><img src="http://flash.atlrec.com/cee_lo_green/sxsw450.jpg"></a>  	2011-03-03 16:40:00.000	2011-03-03 16:03:00.000	2021-03-03 00:00:00.000	1		http://www.ceelogreen.com/news,view_154.htm
155	1	CAPITAL FM SESSION			<p>Make sure you check out Cee Lo's performance of Bright Lights Bigger City, the next single to be released from The Lady Killer, for a recent Capital FM session!<br />  <br />  <strong><a target="_parent" href="http://www.capitalfm.com/artists/cee-lo-green/videos/capital-session/" style="text-decoration: none;">CLICK HERE</a></strong> to watch now!<br />  <br />  <a href="http://www.capitalfm.com/artists/cee-lo-green/videos/capital-session/"><img border="0" width="300" src="http://www.wmuk-apache.co.uk/ceelogreen/website/CeeLo_capital_overlay.jpg" alt="" /></a></p>	2011-03-03 18:21:00.000	2011-03-03 18:03:00.000	2021-03-03 00:00:00.000	1		http://www.ceelogreen.com/news,view_155.htm
156	1	NME BIG GIG			<p>Cee Lo brought soul to an evening of guitars last week when he supported the Foo Fighters at the NME Awards Big Gig at Wembely Arena!</p>  <p><strong><a style="text-decoration: none;" href="http://www.wmuk-apache.co.uk/ceelogreen/website/Ceelo_NME.pdf" target="_blank">CLICK HERE</a></strong> to read the review in the NME! <br />  <br />  <img src="http://www.wmuk-apache.co.uk/ceelogreen/website/Ceelo_NME_400.jpg" alt="" /></p>	2011-03-03 18:32:00.000	2011-03-03 18:03:00.000	2021-03-03 00:00:00.000	1		http://www.ceelogreen.com/news,view_156.htm
157	1	LET'S DANCE FOR COMIC RELIEF			<p>Last weekend, 'Let's Dance for Comic Relief' got a Lady Killing addition to the show when Cee Lo performed his next single, 'Bright Lights Bigger City', in support of Comic Relief.<br/>  <br/>  Check out his performance below:<br/>  <br/>  <!-- Start of Brightcove Player -->  <div style="display: none;">&nbsp;</div>  <!--  By use of this code snippet, I agree to the Brightcove Publisher T and C   found at https://accounts.brightcove.com/en/terms-and-conditions/.   -->  <script language="JavaScript" type="text/javascript" src="http://admin.brightcove.com/js/BrightcoveExperiences.js"></script>  <object id="myExperience806461357001" class="BrightcoveExperience">    <param name="bgcolor" value="#FFFFFF" />    <param name="width" value="480" />    <param name="height" value="270" />    <param name="playerID" value="589143912001" />    <param name="playerKey" value="AQ~~,AAAAAyiIY-k~,nwbxG65xosVESevOQH-7LGuix-5N4jam" />    <param name="isVid" value="true" />    <param name="isUI" value="true" />    <param name="dynamicStreaming" value="true" />        <param name="@videoPlayer" value="806461357001" />  </object>  <!--   This script tag will cause the Brightcove Players defined above it to be created as soon  as the line is read by the browser. If you wish to have the player instantiated only after  the rest of the HTML is processed and the page load is complete, remove the line.  --> <script type="text/javascript">brightcove.createExperiences();</script>  <!-- End of Brightcove Player -->	2011-03-04 16:53:00.000	2011-03-04 16:04:00.000	2021-03-04 00:00:00.000	1		http://www.ceelogreen.com/news,view_157.htm
158	1	BRIGHT LIGHTS BIGGER CITY FT WIZ KHALIFA			<p>Watch the official lyric video for Bright Lights Bigger City ft Wiz Khalifa, the next single to be released from 'The Lady Killer', on April 10th!<br />  <br />  <object style="height: 390px; width: 640px"><param name="movie" value="http://www.youtube.com/v/z6onBi5uNUc?version=3"><param name="allowFullScreen" value="true"><param name="allowScriptAccess" value="always"><embed src="http://www.youtube.com/v/z6onBi5uNUc?version=3" type="application/x-shockwave-flash" allowfullscreen="true" allowScriptAccess="always" width="640" height="390"></object></p>	2011-03-11 14:40:00.000	2011-03-11 14:11:00.000	2021-03-11 00:00:00.000	1		http://www.ceelogreen.com/news,view_158.htm
160	2	Win a signed Lady Killer poster			<p>On St. Patrick's Day we will be running a one day &quot;Luck of the Irish&quot; promotion on Cee Lo's webstore. Fans who purchase anything on March 17 will be entered to win a signed Cee Lo Lady Killer Poster! And not only that, but we're giving away a free &quot;Ain't That Some S**t Wristband&quot; with every purchase too!  <br />  <br />  Hit the webstore <a href="http://www.ceelogreen.com/us-store.htm">HERE</a><br /><br /> <a href="http://www.ceelogreen.com/us-store.htm"><img src="http://flash.atlrec.com/cee_lo_green/st_patricks/STPAT_CEELO_300x250.jpg" alt="" /></a></p>	2011-03-16 18:27:00.000	2011-03-16 18:16:00.000	2021-03-16 00:00:00.000	1		http://www.ceelogreen.com/news,view_160.htm
161	1	Big Issue Front Cover!			<p>Cee Lo is on the front of this weeks' Big Issue! <br />  <br />  Make sure you pick up your copy to read the full interview.<br />  <br />  <img src="http://www.wmuk-apache.co.uk/ceelogreen/website/CeeLo-BigIssue(cover)-March2011.JPG" alt="" /></p>	2011-03-21 12:40:00.000	2011-03-21 12:21:00.000	2021-03-21 00:00:00.000	1		http://www.ceelogreen.com/news,view_161.htm
162	1	Street Team for Cee Lo's UK Tour!			<p>We&rsquo;re looking for official Street Teamers to get involved on Cee Lo&rsquo;s upcoming UK tour.  If you want to street team at one of the dates just email <font color="#ff0000"><strong>ceelogreen@warnermusic.com</strong></font> with your name, address, contact details and the date which you&rsquo;d like to volunteer at.<br />  <br />  UK Tour<br />  <br />  26th March &ndash; ABC, Glasgow<br />  27th March &ndash; Manchester Academy, Manchester<br />  28th March &ndash; O2 Academy Birmingham, Birmingham<br />  29th March &ndash; Shepherd&rsquo;s Bush Empire, London</p>	2011-03-21 18:08:00.000	2011-03-21 18:21:00.000	2021-03-21 00:00:00.000	1		http://www.ceelogreen.com/news,view_162.htm
163	1	5 DAYS TO GO			<p>'Bright Lights Bigger City ft Wiz Khalifa', the next single to be released from 'The Lady Killer', is out this coming Sunday March 27th...only 5 days to go!<br />  <br />  <object style="height: 390px; width: 640px"><param name="movie" value="http://www.youtube.com/v/LRf-83Y7IGM?version=3"><param name="allowFullScreen" value="true"><param name="allowScriptAccess" value="always"><embed src="http://www.youtube.com/v/LRf-83Y7IGM?version=3" type="application/x-shockwave-flash" allowfullscreen="true" allowScriptAccess="always" width="640" height="390"></object></p>	2011-03-22 10:52:00.000	2011-03-22 10:22:00.000	2021-03-22 00:00:00.000	0		http://www.ceelogreen.com/news,view_163.htm
164	2	The Voice Preview			Check out the first promo of The Voice, featuring Cee Lo and get a taste of what to expect from the show!<br /><br />  <object classid="clsid:d27cdb6e-ae6d-11cf-96b8-444553540000" id="dmlkZW9faWQ9MTMxNTIxOQ==" width="512" height="354" align="middle">  <param name="allowScriptAccess" value="always" />  <param name="allowFullScreen" value="true" />  <param name="movie" value="http://www.nbc.com/assets/video/5-0/swf/DirectWidget.swf?CXNID=1000004.10045NXC&widID=4727a250e66f9723&configXML=http%3A%2F%2Fwww.nbc.com%2Fservice%2Fvideowidget%2Fparams%2FdmlkZW9faWQ9MTMxNTIxOQ%3D%3D%2F" />  <param name="quality" value="high" />  <param name="bgcolor" value="#000000" />  <embed src="http://www.nbc.com/assets/video/5-0/swf/DirectWidget.swf?CXNID=1000004.10045NXC&widID=4727a250e66f9723&configXML=http%3A%2F%2Fwww.nbc.com%2Fservice%2Fvideowidget%2Fparams%2FdmlkZW9faWQ9MTMxNTIxOQ%3D%3D%2F" quality="high" bgcolor="#000000" width="512" height="354" align="middle" allowFullScreen="true" allowScriptAccess="always" type="application/x-shockwave-flash"></embed></object>  	2011-03-22 19:32:00.000	2011-03-22 19:22:00.000	2021-03-22 00:00:00.000	1		http://www.ceelogreen.com/news,view_164.htm
165	1	4 DAYS TO GO			<p>'Bright Lights Bigger City ft Wiz Khalifa', the next single to be released from 'The Lady Killer', is out this coming Sunday March 27th...only 4 days to go!<br />  <br />  <object style="height: 390px; width: 640px"><param name="movie" value="http://www.youtube.com/v/1zRyfBY1rdI?version=3"><param name="allowFullScreen" value="true"><param name="allowScriptAccess" value="always"><embed src="http://www.youtube.com/v/1zRyfBY1rdI?version=3" type="application/x-shockwave-flash" allowfullscreen="true" allowScriptAccess="always" width="640" height="390"></object></p>	2011-03-23 11:31:00.000	2011-03-23 11:23:00.000	2021-03-23 00:00:00.000	0		http://www.ceelogreen.com/news,view_165.htm
166	1	3 DAYS TO GO			<p>Only 3 days to go until the release of 'Bright Lights Bigger City ft Wiz Khalifa'.<br />  <br />  <object style="height: 390px; width: 640px"><param name="movie" value="http://www.youtube.com/v/qDYatB_laog?version=3"><param name="allowFullScreen" value="true"><param name="allowScriptAccess" value="always"><embed src="http://www.youtube.com/v/qDYatB_laog?version=3" type="application/x-shockwave-flash" allowfullscreen="true" allowScriptAccess="always" width="640" height="390"></object></p>	2011-03-24 16:51:00.000	2011-03-24 16:24:00.000	2021-03-24 00:00:00.000	0		http://www.ceelogreen.com/news,view_166.htm
167	1	2 Days to Go			<p>Only 2 days to go until the release of 'Bright Lights Bigger City ft Wiz Khalifa'.<br />  <br />  <object style="height: 390px; width: 640px"><param name="movie" value="http://www.youtube.com/v/lSVld3LlGDw?version=3"><param name="allowFullScreen" value="true"><param name="allowScriptAccess" value="always"><embed src="http://www.youtube.com/v/lSVld3LlGDw?version=3" type="application/x-shockwave-flash" allowfullscreen="true" allowScriptAccess="always" width="640" height="390"></object></p>	2011-03-25 16:47:00.000	2011-03-25 16:25:00.000	2021-03-25 00:00:00.000	0		http://www.ceelogreen.com/news,view_167.htm
168	1	Brand New Tour Merchandise			<p>Cee Lo kicks off his UK tour tomorrow night in Glasgow!&nbsp; Brand new tour merchandise is now available to buy in Cee Lo's <strong><a href="http://www.ceelogreen.com/store/category,Merch_2.htm" target="_parent" style="text-decoration: none;">OFFICIAL WEBSTORE</a></strong>, including badges, t-shirts, sunglasses and more...<br />  <br />  Visit the <strong><a target="_parent" href="http://www.ceelogreen.com/store/category,Merch_2.htm" style="text-decoration: none;">STORE</a></strong> to get your official tour merchandise now.</p>  <p><br />  <a style="margin: 10px;" href="http://www.ceelogreen.com/store/products,badge-set_37.htm"><img border="0" alt="" src="http://www.wmuk-apache.co.uk/ceelogreen/website/images/merchandise/badges.jpg" /></a><a style="margin: 10px;" href="http://www.ceelogreen.com/store/products,the-lady-killer-sunglasses_42.htm"><img border="0" src="http://www.wmuk-apache.co.uk/ceelogreen/website/images/merchandise/glasses.jpg" alt="" /></a><br />  <br />  <a style="margin:10px" href="http://www.ceelogreen.com/store/products,bright-eyes-tshirt-womens_40.htm"><img border="0" src="http://www.wmuk-apache.co.uk/ceelogreen/website/images/merchandise/tshirts.jpg" alt="" /></a><a style="margin: 10px;" href="http://www.ceelogreen.com/store/products,fk-you-bracelet_41.htm"><img border="0" alt="" src="http://www.wmuk-apache.co.uk/ceelogreen/website/images/merchandise/bracelet.jpg" /></a></p>	2011-03-25 18:24:00.000	2011-03-25 18:25:00.000	2021-03-25 00:00:00.000	1		http://www.ceelogreen.com/news,view_168.htm
169	2	Cee Lo And Adam Talk The Voice			Cee Lo and Adam Levine sit down to explain why they're so fascinated by the show The Voice. <br /><br />  <object classid="clsid:d27cdb6e-ae6d-11cf-96b8-444553540000" id="dmlkZW9faWQ9MTMxNTU3OQ==" width="512" height="354" align="middle">  <param name="allowScriptAccess" value="always" />  <param name="allowFullScreen" value="true" />  <param name="movie" value="http://www.nbc.com/assets/video/5-0/swf/DirectWidget.swf?CXNID=1000004.10045NXC&widID=4727a250e66f9723&configXML=http%3A%2F%2Fwww.nbc.com%2Fservice%2Fvideowidget%2Fparams%2FdmlkZW9faWQ9MTMxNTU3OQ%3D%3D%2F" />  <param name="quality" value="high" />  <param name="bgcolor" value="#000000" />  <embed src="http://www.nbc.com/assets/video/5-0/swf/DirectWidget.swf?CXNID=1000004.10045NXC&widID=4727a250e66f9723&configXML=http%3A%2F%2Fwww.nbc.com%2Fservice%2Fvideowidget%2Fparams%2FdmlkZW9faWQ9MTMxNTU3OQ%3D%3D%2F" quality="high" bgcolor="#000000" width="512" height="354" align="middle" allowFullScreen="true" allowScriptAccess="always" type="application/x-shockwave-flash"></embed></object>	2011-03-25 20:30:00.000	2011-03-25 20:25:00.000	2021-03-25 00:00:00.000	1		http://www.ceelogreen.com/news,view_169.htm
170	1	GLASGOW SHOW: VENUE CHANGE			<p>Please note that tonight's show will take place at the <strong>O2 Academy Glasgow</strong>,&nbsp;NOT the O2 ABC Glasgow.&nbsp;</p>  <p>Venue Details:<br />  <br />  O2 Academy Glasgow<br />  121 Eglinton Street <br />  Glasgow G5 9NT <br />  0141 418 3000&nbsp;<br />  http://www.o2academyglasgow.co.uk/</p>	2011-03-26 18:09:00.000	2011-03-26 18:26:00.000	2021-03-26 00:00:00.000	1		http://www.ceelogreen.com/news,view_170.htm
171	1	1 DAY TO GO			<p>Bright Lights Bigger City ft Wiz Khalifa is out tomorrow!<br />  <br />  <iframe title="YouTube video player" height="390" src="http://www.youtube.com/embed/ptTapKE3tIQ" frameborder="0" width="640" allowfullscreen=""></iframe></p>	2011-03-26 21:06:00.000	2011-03-26 21:26:00.000	2021-03-26 00:00:00.000	0		http://www.ceelogreen.com/news,view_171.htm
172	1	Bright Lights Bigger City ft Wiz Khalifa Out Now!			<p>Bright Lights Bigger City ft Wiz Khalifa, the brand new single from Cee Lo, is out now and available to buy from iTunes <a style="text-decoration: none" target="_parent" href="http://bit.ly/gyOzA6"><strong>HERE</strong></a> or the <a style="text-decoration: none" target="_parent" href="http://www.ceelogreen.com/store/products,bright-lights-bigger-city_32.htm"><strong>OFFICIAL WEBSTORE</strong></a>.<br />  <br />  <iframe title="YouTube video player" height="349" src="http://www.youtube.com/embed/z6onBi5uNUc" frameborder="0" width="560" allowfullscreen=""></iframe></p>	2011-03-27 10:03:00.000	2011-03-27 10:27:00.000	2021-03-27 00:00:00.000	1		http://www.ceelogreen.com/news,view_172.htm
173	2	Songs For Japan			Cee Lo Green has donated "It’s OK" to Songs for Japan. Get this song, along with hits from other artists, when you download this album on iTunes <a href="http://facebook.itunes.com/U6b">HERE</a>. Proceeds from the album's sale go to support Japan's recovery.<br /><br />    <a href="http://facebook.itunes.com/U6b"><img src="http://flash.atlrec.com/cee_lo_green/300x250.jpg"></a>	2011-03-28 16:35:00.000	2011-03-28 16:28:00.000	2021-03-28 00:00:00.000	1		http://www.ceelogreen.com/news,view_173.htm
174	2	Winning!			A huge congratulations to Joshua Dunn from Alabama who is the lucky winner of a signed Ladykiller poster! Joshua swiped the autographed poster through the St. Patty's Day Luck o' the Irish Sweepstakes we ran earlier this month in the webstore.   <br /><br />  Check out what goodies we have in the <a href="http://www.ceelogreen.com/us-store.htm">Cee Lo webstore HERE</a>.	2011-03-31 19:48:00.000	2011-03-31 19:31:00.000	2021-03-31 00:00:00.000	1		http://www.ceelogreen.com/news,view_174.htm
175	2	Bing Search Overload Syndrome: Smartphone			Cee Lo gets name dropped in Bing's new commercial. Check it out below!<br /><br />  <object width="100%" height="349"><param name="movie" value="http://www.youtube.com/v/RFE4paFMhmk?fs=1&amp;hl=en_US&amp;rel=0"></param><param name="allowFullScreen" value="true"></param><param name="allowscriptaccess" value="always"></param><embed src="http://www.youtube.com/v/RFE4paFMhmk?fs=1&amp;hl=en_US&amp;rel=0" type="application/x-shockwave-flash" allowscriptaccess="always" allowfullscreen="true" width="100%" height="349"></embed></object>	2011-04-01 17:38:00.000	2011-04-01 17:01:00.000	2021-04-01 00:00:00.000	1		http://www.ceelogreen.com/news,view_175.htm
176	1	CEE LO ON TOUR			<p>Cee Lo has been turning up the volume all over the country on his UK headline tour.&nbsp; <br />  <br />  Click below to check out the amazing 4* review from the News of the World! <br />  <br />  <a href="ftp://www.wmuk-apache.co.uk/ceelogreen/website/CeeLoLive_NOTW.pdf" target="_parent"><img border="0" src="http://www.wmuk-apache.co.uk/ceelogreen/website/Cee%20Lo%20-%20News%20of%20The%20World%20Live%20-%2003-04-11.JPG" alt="" /></a></p>	2011-04-05 16:59:00.000	2011-04-05 16:05:00.000	2021-04-05 00:00:00.000	1		http://www.ceelogreen.com/news,view_176.htm
177	2	Cee Lo's New Day Job			Cee Lo sat down to talk to MTV New recently about his new 'day job' as a coach on NBC's The Voice. He said there's 'friendly competition' with fellow coaches Christina Aguilera, Adam Levine and Blake Shelton. Watch the full interview clip below.<br /><br />    <embed src="http://media.mtvnservices.com/mgid:uma:video:mtv.com:639104" width="512" height="319" type="application/x-shockwave-flash" flashVars="configParams=id%3D1661271%26vid%3D639104%26uri%3Dmgid%3Auma%3Avideo%3Amtv.com%3A639104" allowFullScreen="true" allowScriptAccess="always" base="."></embed><div style="margin:0px;padding:4px;width:500px;text-align:center;font-family:Verdana,sans-serif;font-size:12px;"><a href="http://www.mtv.com/ontv/" style="color:#439CD8;" target="_blank">MTV Shows</a></div>	2011-04-05 22:22:00.000	2011-04-05 22:05:00.000	2021-04-05 00:00:00.000	1		http://www.ceelogreen.com/news,view_177.htm
178	2	Behind The Scenes Gallery			Go behind the scenes of NBC's The Voice with these backstage photos of Cee Lo! Click <a href="http://www.nbc.com/the-voice/photos/behind-the-scenes-second-glance-at-the-set/7361#item=167036">here</a> for the full gallery.    <br /><br />  <a href="http://www.nbc.com/the-voice/photos/behind-the-scenes-second-glance-at-the-set/7361#item=167036"><img src="http://flash.atlrec.com/cee_lo_green/ceevoice.jpg"></a>  	2011-04-08 19:23:00.000	2011-04-08 19:08:00.000	2021-04-08 00:00:00.000	1		http://www.ceelogreen.com/news,view_178.htm
179	2	Cee Lo Scheduled For Oprah!			We're excited to announce that Cee Lo Green will be appearing on The Oprah Winfrey Show on Thursday April 14th!	2011-04-11 16:54:00.000	2011-04-11 16:11:00.000	2021-04-11 00:00:00.000	1		http://www.ceelogreen.com/news,view_179.htm
180	1	Later With Jools Holland			<p>Cee Lo was on 'Later with Jools Holland' last night, where he opened the show with a performance of his brand new single 'Bright Lights Bigger City' and then saw the show out with the massive 'Satisfied'!<br />  <br />  If you missed it last night, don't worry, you can watch the whole show again <strong><a style="text-decoration: none;" href="http://www.bbc.co.uk/iplayer/episode/b010hhx7/Later_Live..._with_Jools_Holland_Series_38_Episode_2/" target="_parent">HERE</a></strong> on BBC iPlayer!<br />  <br />  <a href="http://www.bbc.co.uk/iplayer/episode/b010hhx7/Later_Live..._with_Jools_Holland_Series_38_Episode_2/"><img border="0" src="http://www.wmuk-apache.co.uk/ceelogreen/website/images/CeeLo_lwjh.jpg" alt="" /></a></p>	2011-04-13 10:27:00.000	2011-04-13 10:13:00.000	2021-04-13 00:00:00.000	1		http://www.ceelogreen.com/news,view_180.htm
181	0	GLASTONBURY FESTIVAL ANNOUNCEMENT			<p>Cee Lo will be headlining the West Holts Stage at Glastonbury Festival this summer on Friday 24th June!&nbsp;<br />  <br />  More information on the festival can be found here: <a target="_parent" href="http://www.glastonburyfestivals.co.uk/" style="text-decoration: none;">www.glastonburyfestivals.co.uk/</a></p>	2011-04-13 15:46:00.000	2011-04-13 15:13:00.000	2021-04-13 00:00:00.000	1		http://www.ceelogreen.com/news,view_181.htm
